city,street,housenumber,apartmentnumber
Beer Sheva,King George,12,2
Ashdod,Allenby,13,7
Beer Sheva,Rabin,9,6
Modiin,Dizengoff,15,2
Netanya,Sokolov,5,4
Ashkelon,HaYarkon,15,8
Jerusalem,Eshkol,11,1
Netanya,Bialik,6,10
Jerusalem,HaYarkon,13,8
Rishon LeZion,Herzl,10,10
Rishon LeZion,Eshkol,9,9
Tel Aviv,Bialik,10,3
Nazareth,Herzl,7,9
Rishon LeZion,Eshkol,17,3
Rehovot,Arlozorov,11,3
Jerusalem,Herzl,1,5
Petah Tikva,Herzl,16,3
Petah Tikva,King George,2,6
Modiin,HaYarkon,19,4
Kfar Saba,King George,19,7
Ashdod,HaYarkon,15,8
Rishon LeZion,HaYarkon,17,8
Ashdod,Sokolov,3,5
Beer Sheva,Jabotinsky,4,10
Jerusalem,Ben Gurion,3,2
Bnei Brak,Dizengoff,7,7
Jerusalem,Begin,4,10
Netanya,HaYarkon,12,3
Bnei Brak,Allenby,8,8
Kfar Saba,HaYarkon,20,7
Haifa,Eshkol,19,8
Beer Sheva,Eshkol,15,0
Jerusalem,Ben Gurion,11,1
Nazareth,Rabin,13,3
Ashkelon,Rothschild,8,4
Petah Tikva,Allenby,8,2
Petah Tikva,Begin,14,9
Bnei Brak,Rabin,18,4
Haifa,Eshkol,7,1
Ramat Gan,Herzl,15,3
Beer Sheva,King George,15,10
Rehovot,Allenby,18,4
Jerusalem,Eshkol,12,1
Modiin,Eshkol,7,10
Herzliya,Begin,16,10
Haifa,Eshkol,8,1
Modiin,Begin,14,0
Kfar Saba,Arlozorov,8,7
Bnei Brak,Dizengoff,5,9
Tel Aviv,Herzl,6,9
Ashkelon,Jabotinsky,19,2
Ashkelon,Rothschild,9,4
Modiin,Begin,13,4
Ramat Gan,King George,20,8
Bnei Brak,Arlozorov,11,8
Petah Tikva,Bialik,5,0
Ramat Gan,Dizengoff,11,0
Rehovot,Rabin,16,7
Tel Aviv,Allenby,2,8
Ashdod,Arlozorov,17,0
Ramat Gan,Herzl,1,1
Nazareth,Dizengoff,17,2
Herzliya,Bialik,4,4
Jerusalem,Sokolov,11,4
Rishon LeZion,King George,17,8
Nazareth,Arlozorov,13,9
Tel Aviv,Sokolov,2,6
Haifa,King George,13,6
Rishon LeZion,Herzl,1,8
Haifa,Rothschild,9,7
Netanya,Herzl,15,9
Beer Sheva,Rothschild,8,2
Haifa,Dizengoff,6,1
Kfar Saba,Bialik,2,1
Haifa,Herzl,7,2
Tel Aviv,Arlozorov,2,6
Rishon LeZion,Allenby,18,9
Herzliya,Arlozorov,9,8
Petah Tikva,Dizengoff,17,4
Jerusalem,Allenby,8,4
Ramat Gan,HaYarkon,13,4
Nazareth,Jabotinsky,10,3
Rehovot,Bialik,10,3
Petah Tikva,Bialik,17,3
Herzliya,Sokolov,20,10
Bnei Brak,Jabotinsky,12,7
Ramat Gan,HaYarkon,14,9
Tel Aviv,Allenby,5,5
Ashkelon,Arlozorov,2,7
Ashdod,Allenby,4,5
Ashdod,Jabotinsky,10,8
Tel Aviv,Sokolov,9,10
Ashkelon,Rothschild,14,6
Tel Aviv,Dizengoff,2,8
Bnei Brak,Jabotinsky,14,9
Modiin,Rabin,13,3
Ramat Gan,Dizengoff,9,0
Nazareth,Arlozorov,18,6
Modiin,Allenby,8,10
Rishon LeZion,HaYarkon,6,2
Petah Tikva,King George,7,5
Ashkelon,Begin,2,3
Beer Sheva,Ben Gurion,4,3
Ashdod,Sokolov,12,8
Jerusalem,Bialik,15,8
Rishon LeZion,Dizengoff,13,0
Rishon LeZion,Herzl,1,1
Bnei Brak,Dizengoff,11,3
Rehovot,Allenby,18,1
Haifa,Sokolov,5,5
Jerusalem,Jabotinsky,19,1
Petah Tikva,King George,17,3
Ashdod,Rothschild,8,8
Netanya,Allenby,12,2
Kfar Saba,Rothschild,4,3
Ashdod,Arlozorov,9,0
Ashkelon,Rabin,17,6
Rishon LeZion,King George,14,9
Ramat Gan,Dizengoff,8,1
Beer Sheva,Herzl,9,3
Beer Sheva,Rothschild,3,9
Nazareth,Rothschild,18,5
Ashdod,Herzl,3,7
Modiin,King George,11,9
Kfar Saba,Rabin,7,2
Nazareth,Bialik,1,4
Haifa,Jabotinsky,19,9
Beer Sheva,Jabotinsky,11,2
Ramat Gan,Jabotinsky,17,5
Ashkelon,Herzl,10,2
Rehovot,Rothschild,1,1
Bnei Brak,Rothschild,2,9
Beer Sheva,Bialik,4,0
Petah Tikva,Ben Gurion,13,0
Rehovot,Rothschild,1,6
Tel Aviv,Eshkol,7,1
Netanya,Allenby,14,4
Herzliya,Eshkol,19,9
Jerusalem,Eshkol,8,7
Ashkelon,Eshkol,12,8
Rehovot,Bialik,20,9
Jerusalem,King George,15,3
Petah Tikva,Rabin,2,6
Ramat Gan,Rabin,16,4
Modiin,Jabotinsky,15,2
Kfar Saba,HaYarkon,18,0
Rehovot,Herzl,5,8
Haifa,Arlozorov,15,9
Tel Aviv,Allenby,20,4
Beer Sheva,Arlozorov,11,2
Beer Sheva,Allenby,12,10
Rishon LeZion,Rothschild,7,6
Ashdod,Arlozorov,16,1
Netanya,Bialik,12,9
Petah Tikva,King George,10,7
Petah Tikva,Herzl,6,0
Herzliya,HaYarkon,7,4
Netanya,Jabotinsky,20,5
Rehovot,Dizengoff,19,6
Netanya,Dizengoff,2,10
Ashkelon,Bialik,2,0
Modiin,HaYarkon,19,9
Ashdod,Allenby,7,4
Ramat Gan,Begin,16,9
Kfar Saba,Allenby,7,3
Ramat Gan,Herzl,11,8
Haifa,Sokolov,8,6
Nazareth,Ben Gurion,6,7
Tel Aviv,King George,15,2
Haifa,Rothschild,19,10
Bnei Brak,Jabotinsky,3,1
Rishon LeZion,Dizengoff,7,5
Rehovot,Rabin,15,1
Jerusalem,Eshkol,14,2
Petah Tikva,Eshkol,5,4
Petah Tikva,Begin,7,6
Rishon LeZion,Begin,5,8
Bnei Brak,Sokolov,5,2
Netanya,Jabotinsky,15,7
Tel Aviv,Rothschild,17,3
Modiin,Rabin,17,0
Petah Tikva,Rothschild,8,8
Bnei Brak,Allenby,18,2
Beer Sheva,Sokolov,19,0
Haifa,HaYarkon,4,9
Rishon LeZion,Eshkol,5,0
Tel Aviv,Rabin,11,8
Nazareth,Arlozorov,9,4
Ramat Gan,Rabin,11,1
Rishon LeZion,Allenby,8,7
Haifa,Herzl,2,4
Herzliya,Begin,8,2
Bnei Brak,HaYarkon,8,4
Beer Sheva,Rothschild,2,5
Ashkelon,Arlozorov,20,2
Rishon LeZion,King George,7,10
Tel Aviv,King George,20,6
Herzliya,Allenby,15,8
Jerusalem,Jabotinsky,9,2
Petah Tikva,Bialik,17,5
Beer Sheva,Begin,19,9
Tel Aviv,Dizengoff,2,0
Netanya,Begin,5,3
Beer Sheva,Allenby,4,8
Ramat Gan,Eshkol,8,3
Netanya,Sokolov,14,6
Bnei Brak,Dizengoff,4,10
Beer Sheva,Sokolov,12,4
Herzliya,Arlozorov,6,10
Petah Tikva,Begin,6,4
Jerusalem,Ben Gurion,8,4
Nazareth,Dizengoff,1,8
Kfar Saba,Herzl,3,3
Bnei Brak,Rothschild,10,7
Haifa,Dizengoff,3,10
Tel Aviv,Dizengoff,16,6
Ashdod,Ben Gurion,12,4
Netanya,Herzl,16,1
Kfar Saba,Rabin,9,0
Netanya,Arlozorov,14,5
Ashkelon,Rabin,3,4
Nazareth,Dizengoff,16,9
Netanya,Sokolov,10,1
Kfar Saba,Sokolov,17,8
Nazareth,Bialik,18,1
Ramat Gan,Herzl,11,5
Rehovot,Dizengoff,20,7
Modiin,Dizengoff,16,4
Netanya,Rabin,15,5
Kfar Saba,Jabotinsky,17,10
Ashkelon,Allenby,1,9
Petah Tikva,Rothschild,7,4
Kfar Saba,Rabin,19,2
Netanya,Eshkol,19,10
Ramat Gan,Begin,14,7
Jerusalem,Begin,8,3
Haifa,HaYarkon,4,5
Ashdod,Dizengoff,9,9
Rishon LeZion,Begin,11,1
Ashdod,HaYarkon,4,1
Herzliya,Jabotinsky,16,6
Tel Aviv,Rothschild,8,9
Ashkelon,Allenby,2,4
Ashdod,Dizengoff,9,4
Beer Sheva,Jabotinsky,8,2
Nazareth,HaYarkon,15,3
Herzliya,HaYarkon,17,10
Beer Sheva,Herzl,6,2
Herzliya,King George,13,10
Petah Tikva,Rabin,1,8
Herzliya,Begin,7,8
Ashdod,Herzl,4,7
Beer Sheva,Rothschild,19,6
Nazareth,Bialik,14,4
Beer Sheva,HaYarkon,10,6
Petah Tikva,HaYarkon,16,9
Ashkelon,Allenby,15,9
Nazareth,Dizengoff,8,1
Bnei Brak,Herzl,17,8
Haifa,HaYarkon,12,4
Jerusalem,Ben Gurion,18,2
Bnei Brak,HaYarkon,11,3
Petah Tikva,Jabotinsky,13,7
Ashkelon,Bialik,20,1
Kfar Saba,Rabin,8,5
Haifa,King George,4,8
Kfar Saba,Arlozorov,9,8
Modiin,Eshkol,15,8
Netanya,HaYarkon,9,3
Beer Sheva,Bialik,3,6
Modiin,HaYarkon,15,0
Beer Sheva,Rothschild,15,7
Nazareth,Sokolov,6,9
Netanya,Begin,10,7
Nazareth,Begin,13,8
Tel Aviv,Dizengoff,3,5
Haifa,Rabin,3,2
Kfar Saba,Allenby,12,10
Herzliya,Allenby,9,6
Netanya,Dizengoff,6,9
Nazareth,Ben Gurion,11,7
Ashdod,Rabin,17,8
Tel Aviv,Begin,17,8
Ashdod,King George,4,10
Herzliya,Begin,1,5
Rehovot,Rothschild,6,9
Haifa,Bialik,16,7
Nazareth,Eshkol,3,0
Ashkelon,Rabin,19,2
Rishon LeZion,Eshkol,12,9
Ashkelon,King George,11,8
Rehovot,Herzl,6,4
Rehovot,Rothschild,17,6
Petah Tikva,King George,8,1
Ashkelon,Jabotinsky,6,4
Petah Tikva,Dizengoff,13,8
Ashkelon,Allenby,1,4
Haifa,Rabin,18,7
Petah Tikva,King George,2,7
Haifa,Herzl,2,8
Ramat Gan,Jabotinsky,14,2
Ramat Gan,Ben Gurion,11,3
Bnei Brak,Ben Gurion,18,6
Kfar Saba,King George,18,3
Rishon LeZion,Rabin,20,1
Kfar Saba,Rabin,20,10
Rishon LeZion,Rabin,13,5
Beer Sheva,Arlozorov,4,5
Rishon LeZion,Begin,4,4
Netanya,Sokolov,17,8
Modiin,Rothschild,12,5
Ashdod,Sokolov,5,4
Modiin,Allenby,4,4
Rehovot,Sokolov,19,8
Nazareth,HaYarkon,7,5
Nazareth,Arlozorov,2,2
Ramat Gan,Ben Gurion,11,0
Tel Aviv,Sokolov,11,8
Jerusalem,Sokolov,4,8
Petah Tikva,Arlozorov,2,5
Haifa,HaYarkon,7,1
Ashkelon,Rabin,20,0
Netanya,Rothschild,8,9
Nazareth,Begin,9,5
Ramat Gan,Rabin,16,5
Ashdod,Allenby,2,7
Haifa,Arlozorov,6,5
Jerusalem,Bialik,13,3
Netanya,Eshkol,8,1
Ramat Gan,Bialik,13,3
Rishon LeZion,Rabin,5,8
Bnei Brak,Arlozorov,11,3
Haifa,Arlozorov,10,6
Jerusalem,Rabin,5,5
Rehovot,Rabin,12,8
Kfar Saba,Bialik,6,7
Herzliya,Dizengoff,12,6
Kfar Saba,Herzl,2,10
Ashdod,Rabin,19,2
Modiin,Sokolov,8,7
Netanya,Bialik,6,8
Ramat Gan,Allenby,19,3
Petah Tikva,Rothschild,14,5
Petah Tikva,Ben Gurion,6,10
Ramat Gan,Jabotinsky,14,5
Nazareth,Sokolov,5,4
Bnei Brak,HaYarkon,12,6
Rehovot,Sokolov,3,3
Beer Sheva,Arlozorov,5,3
Bnei Brak,Arlozorov,12,5
Ashkelon,Eshkol,18,6
Haifa,Allenby,19,8
Bnei Brak,Eshkol,20,6
Netanya,Jabotinsky,17,1
Ashdod,Rabin,14,2
Ramat Gan,Rabin,7,6
Bnei Brak,Rothschild,2,1
Haifa,Rothschild,7,1
Tel Aviv,Eshkol,6,5
Rehovot,Jabotinsky,6,8
Ashkelon,Bialik,2,4
Netanya,Herzl,10,9
Rishon LeZion,Allenby,6,4
Haifa,Begin,4,1
Jerusalem,Rabin,10,4
Bnei Brak,Arlozorov,4,7
Rishon LeZion,Eshkol,5,1
Modiin,HaYarkon,3,7
Tel Aviv,Eshkol,15,10
Netanya,Jabotinsky,5,9
Jerusalem,Arlozorov,10,2
Herzliya,Sokolov,5,2
Tel Aviv,HaYarkon,9,1
Herzliya,Dizengoff,12,9
Ashkelon,Herzl,13,3
Ashdod,Dizengoff,9,2
Modiin,Bialik,5,10
Herzliya,Bialik,9,8
Modiin,HaYarkon,17,9
Netanya,Rothschild,13,7
Kfar Saba,Sokolov,13,3
Rishon LeZion,Herzl,5,1
Haifa,Eshkol,19,7
Herzliya,Rabin,16,5
Modiin,Bialik,13,10
Modiin,Jabotinsky,14,2
Ramat Gan,Ben Gurion,5,4
Netanya,Dizengoff,16,5
Kfar Saba,Ben Gurion,14,9
Rishon LeZion,HaYarkon,10,10
Ashkelon,Dizengoff,17,6
Ashkelon,Jabotinsky,20,1
Rehovot,Rothschild,20,9
Bnei Brak,Arlozorov,17,4
Petah Tikva,King George,11,9
Ashdod,HaYarkon,7,9
Tel Aviv,King George,4,9
Ramat Gan,Ben Gurion,17,2
Netanya,Bialik,9,6
Ashkelon,Eshkol,13,10
Petah Tikva,HaYarkon,2,2
Rehovot,Begin,7,10
Netanya,Allenby,18,5
Tel Aviv,King George,7,4
Kfar Saba,Begin,2,2
Modiin,Ben Gurion,1,7
Nazareth,HaYarkon,3,7
Netanya,Bialik,1,10
Ramat Gan,Sokolov,13,0
Rehovot,Allenby,8,8
Rishon LeZion,Arlozorov,6,5
Rehovot,King George,18,0
Ashkelon,Rabin,7,10
Ramat Gan,Eshkol,18,8
Ashdod,Rothschild,3,1
Petah Tikva,Dizengoff,14,9
Kfar Saba,Allenby,11,0
Kfar Saba,King George,10,9
Bnei Brak,Allenby,13,5
Rehovot,Allenby,6,6
Rehovot,Sokolov,12,1
Rehovot,Arlozorov,3,9
Rehovot,Allenby,9,9
Bnei Brak,Rabin,20,9
Herzliya,Allenby,16,6
Modiin,Allenby,13,6
Herzliya,Allenby,12,1
Tel Aviv,Ben Gurion,20,4
Tel Aviv,King George,18,7
Bnei Brak,King George,2,8
Ramat Gan,Herzl,13,7
Ashdod,HaYarkon,14,8
Beer Sheva,Rothschild,5,0
Modiin,Bialik,18,1
Ramat Gan,HaYarkon,11,7
Ramat Gan,Rabin,7,8
Jerusalem,Dizengoff,9,3
Rishon LeZion,Rothschild,17,0
Ashkelon,Allenby,5,0
Rehovot,Rothschild,13,8
Ashkelon,HaYarkon,11,8
Tel Aviv,Arlozorov,13,6
Ashdod,HaYarkon,9,7
Bnei Brak,Arlozorov,13,4
Rehovot,Rabin,7,7
Ashkelon,Ben Gurion,11,1
Nazareth,Dizengoff,2,6
Herzliya,Allenby,19,2
Jerusalem,King George,6,7
Kfar Saba,HaYarkon,10,5
Jerusalem,Sokolov,12,3
Petah Tikva,Rothschild,14,9
Ashkelon,Ben Gurion,10,2
Herzliya,Eshkol,14,9
Ashkelon,Bialik,9,0
Rehovot,Bialik,17,2
Nazareth,Arlozorov,4,0
Rehovot,Bialik,17,5
Rehovot,Eshkol,7,0
Haifa,Eshkol,3,3
Herzliya,Herzl,12,10
Beer Sheva,Dizengoff,17,0
Nazareth,Herzl,8,7
Tel Aviv,Allenby,15,1
Petah Tikva,Herzl,18,8
Jerusalem,Rothschild,7,3
Petah Tikva,Jabotinsky,12,5
Ashkelon,Jabotinsky,4,4
Netanya,Rothschild,4,9
Jerusalem,Rabin,6,2
Petah Tikva,Ben Gurion,20,2
Bnei Brak,Jabotinsky,3,10
Ramat Gan,Bialik,9,2
Ramat Gan,Ben Gurion,18,10
Ramat Gan,Ben Gurion,7,5
Beer Sheva,Ben Gurion,16,2
Kfar Saba,Eshkol,2,9
Tel Aviv,Eshkol,2,1
Ashkelon,Herzl,1,9
Ashkelon,Allenby,13,4
Ashdod,Rabin,20,4
Jerusalem,Rabin,18,3
Tel Aviv,King George,14,5
Kfar Saba,Bialik,15,3
Nazareth,Rabin,15,5
Haifa,Allenby,12,10
Tel Aviv,Begin,5,4
Bnei Brak,Rabin,4,8
Ashkelon,Begin,15,3
Modiin,Sokolov,4,8
Ashkelon,Herzl,13,4
Modiin,Rothschild,10,2
Kfar Saba,Eshkol,19,3
Haifa,Ben Gurion,10,2
Petah Tikva,HaYarkon,9,8
Tel Aviv,King George,9,5
Herzliya,Rothschild,7,6
Tel Aviv,Rabin,1,3
Ashdod,Dizengoff,5,8
Bnei Brak,Jabotinsky,1,6
Nazareth,Arlozorov,13,3
Ramat Gan,Ben Gurion,17,10
Haifa,HaYarkon,2,3
Haifa,Dizengoff,5,7
Ashdod,Rothschild,1,8
Modiin,Arlozorov,3,4
Bnei Brak,King George,12,10
Petah Tikva,Herzl,13,5
Nazareth,Begin,13,2
Rehovot,Ben Gurion,19,3
Bnei Brak,Dizengoff,17,8
Rehovot,Dizengoff,17,5
Bnei Brak,King George,17,8
Jerusalem,Allenby,10,6
Modiin,HaYarkon,15,1
Beer Sheva,Jabotinsky,17,10
Ramat Gan,Ben Gurion,14,1
Tel Aviv,Bialik,9,9
Rishon LeZion,Bialik,6,2
Netanya,Rabin,17,5
Ashdod,Ben Gurion,4,1
Beer Sheva,Sokolov,8,6
Tel Aviv,Dizengoff,18,8
Bnei Brak,Herzl,20,5
Modiin,Rothschild,9,6
Netanya,HaYarkon,13,4
Bnei Brak,King George,3,0
Rehovot,HaYarkon,20,10
Bnei Brak,Rabin,5,8
Netanya,Allenby,16,3
Ashdod,Arlozorov,7,8
Ramat Gan,Rothschild,13,0
Rishon LeZion,HaYarkon,19,7
Rehovot,Dizengoff,5,8
Tel Aviv,Dizengoff,18,6
Ashdod,Arlozorov,4,6
Kfar Saba,Rabin,19,9
Beer Sheva,Jabotinsky,15,7
Netanya,HaYarkon,1,9
Ramat Gan,Dizengoff,14,5
Haifa,Rothschild,1,9
Jerusalem,Rabin,1,5
Petah Tikva,Ben Gurion,18,3
Haifa,Allenby,3,8
Ramat Gan,Begin,9,3
Tel Aviv,Herzl,13,9
Beer Sheva,Rabin,1,2
Rehovot,Rabin,10,6
Beer Sheva,Bialik,9,8
Jerusalem,Begin,2,1
Beer Sheva,King George,12,1
Modiin,Begin,3,3
Ashdod,Herzl,18,1
Haifa,Arlozorov,7,10
Ramat Gan,Dizengoff,7,7
Tel Aviv,Dizengoff,16,5
Kfar Saba,Arlozorov,3,9
Kfar Saba,HaYarkon,16,9
Ramat Gan,HaYarkon,7,10
Haifa,Jabotinsky,6,7
Bnei Brak,King George,11,6
Kfar Saba,Arlozorov,17,6
Jerusalem,Dizengoff,18,8
Ashdod,Allenby,8,0
Rishon LeZion,Dizengoff,15,4
Rehovot,Allenby,12,3
Rishon LeZion,Eshkol,20,6
Bnei Brak,Ben Gurion,19,6
Petah Tikva,Sokolov,2,1
Rishon LeZion,Eshkol,11,5
Rehovot,Rothschild,4,8
Rehovot,Ben Gurion,11,4
Ashkelon,HaYarkon,5,6
Beer Sheva,Herzl,2,1
Rehovot,Begin,15,10
Ramat Gan,Sokolov,17,0
Netanya,Bialik,14,8
Nazareth,Rothschild,11,9
Ashdod,Rothschild,18,4
Ashdod,HaYarkon,5,10
Netanya,Jabotinsky,11,0
Ashkelon,Jabotinsky,5,10
Modiin,Begin,7,10
Ramat Gan,Rabin,17,2
Beer Sheva,Allenby,6,2
Kfar Saba,HaYarkon,13,4
Rishon LeZion,Dizengoff,3,1
Beer Sheva,Bialik,4,9
Ashkelon,Ben Gurion,1,2
Ashdod,Jabotinsky,17,3
Haifa,Begin,12,4
Jerusalem,Sokolov,20,10
Ramat Gan,Bialik,1,6
Nazareth,Sokolov,3,5
Rishon LeZion,Rothschild,17,1
Kfar Saba,Ben Gurion,7,6
Ashkelon,Rothschild,17,6
Petah Tikva,HaYarkon,2,9
Petah Tikva,Sokolov,8,10
Ramat Gan,Dizengoff,6,9
Petah Tikva,King George,3,4
Kfar Saba,Allenby,8,2
Ashkelon,Rabin,20,7
Nazareth,Jabotinsky,20,10
Jerusalem,Ben Gurion,12,5
Beer Sheva,Rothschild,4,0
Netanya,Sokolov,19,7
Netanya,Bialik,5,8
Rehovot,Sokolov,3,10
Tel Aviv,Sokolov,19,4
Jerusalem,Rabin,7,0
Modiin,Herzl,13,0
Haifa,Arlozorov,1,7
Nazareth,Jabotinsky,18,1
Haifa,Dizengoff,17,10
Herzliya,HaYarkon,5,6
Petah Tikva,Rabin,1,6
Nazareth,Jabotinsky,15,6
Bnei Brak,Eshkol,14,0
Jerusalem,Arlozorov,18,2
Haifa,Begin,5,7
Ramat Gan,Rabin,10,4
Jerusalem,Rothschild,7,9
Ramat Gan,Begin,4,7
Rehovot,Rothschild,8,10
Rehovot,Allenby,3,7
Tel Aviv,Sokolov,11,7
Bnei Brak,Rothschild,17,4
Haifa,Eshkol,3,8
Rishon LeZion,Rothschild,8,8
Herzliya,Sokolov,18,3
Haifa,Arlozorov,14,9
Bnei Brak,Begin,9,2
Bnei Brak,Jabotinsky,12,9
Jerusalem,Jabotinsky,20,2
Kfar Saba,Rabin,6,1
Rehovot,Rothschild,20,4
Herzliya,Herzl,3,8
Kfar Saba,Herzl,12,7
Ashkelon,Eshkol,7,10
Rishon LeZion,Eshkol,20,0
Rehovot,HaYarkon,15,5
Herzliya,Rothschild,17,2
Kfar Saba,Rabin,10,4
Netanya,Dizengoff,16,0
Petah Tikva,Rabin,6,4
Ramat Gan,Eshkol,18,10
Ashkelon,Arlozorov,17,5
Nazareth,Sokolov,1,8
Kfar Saba,Ben Gurion,16,7
Bnei Brak,HaYarkon,14,3
Netanya,King George,10,10
Herzliya,Herzl,20,6
Nazareth,Bialik,6,9
Haifa,Rabin,20,7
Nazareth,Jabotinsky,8,6
Jerusalem,Bialik,20,5
Haifa,Allenby,12,8
Petah Tikva,Eshkol,14,2
Ramat Gan,King George,6,5
Haifa,Sokolov,7,7
Beer Sheva,Begin,13,4
Netanya,Eshkol,17,8
Rishon LeZion,Arlozorov,12,10
Herzliya,Sokolov,16,5
Herzliya,Allenby,8,10
Tel Aviv,Sokolov,8,9
Modiin,King George,2,10
Ashkelon,Allenby,20,6
Petah Tikva,Jabotinsky,15,1
Herzliya,King George,14,1
Bnei Brak,King George,2,7
Jerusalem,HaYarkon,9,3
Ashkelon,Arlozorov,17,9
Ramat Gan,Allenby,7,9
Ashdod,Eshkol,4,3
Beer Sheva,Sokolov,17,8
Herzliya,King George,16,5
Netanya,King George,2,8
Rehovot,Jabotinsky,7,4
Rehovot,Eshkol,15,9
Jerusalem,Jabotinsky,20,1
Rishon LeZion,HaYarkon,15,9
Bnei Brak,Bialik,4,5
Ashdod,Ben Gurion,19,2
Netanya,Ben Gurion,18,4
Rehovot,King George,8,6
Modiin,King George,17,0
Tel Aviv,Jabotinsky,14,8
Bnei Brak,Rabin,14,5
Petah Tikva,Rabin,10,3
Rishon LeZion,Ben Gurion,6,4
Tel Aviv,King George,15,8
Ramat Gan,King George,13,8
Bnei Brak,Eshkol,9,10
Nazareth,Eshkol,4,7
Nazareth,Rothschild,17,9
Tel Aviv,Bialik,9,7
Beer Sheva,Begin,16,7
Rehovot,Jabotinsky,13,1
Tel Aviv,Begin,17,5
Ashkelon,Dizengoff,7,9
Petah Tikva,Rabin,8,10
Bnei Brak,Bialik,13,8
Modiin,Allenby,4,9
Nazareth,King George,8,5
Nazareth,Eshkol,20,3
Ashdod,Herzl,13,8
Netanya,Rabin,2,8
Rehovot,Arlozorov,11,4
Petah Tikva,Bialik,10,1
Nazareth,Begin,10,9
Bnei Brak,Ben Gurion,3,1
Netanya,Allenby,16,8
Bnei Brak,Eshkol,7,1
Jerusalem,HaYarkon,8,5
Kfar Saba,HaYarkon,2,5
Ashkelon,Eshkol,15,0
Rishon LeZion,Eshkol,13,3
Ashkelon,HaYarkon,15,2
Rishon LeZion,Rothschild,19,4
Netanya,Jabotinsky,16,9
Petah Tikva,Rothschild,3,4
Ashkelon,HaYarkon,16,3
Netanya,Ben Gurion,19,10
Beer Sheva,HaYarkon,9,1
Ashkelon,King George,5,3
Beer Sheva,Dizengoff,19,10
Netanya,Begin,7,10
Rishon LeZion,Eshkol,15,0
Ashkelon,Sokolov,3,8
Netanya,Ben Gurion,17,3
Ashdod,Ben Gurion,13,5
Haifa,Rothschild,14,3
Kfar Saba,Herzl,7,0
Ashdod,King George,11,0
Rehovot,Allenby,13,4
Rehovot,HaYarkon,1,10
Beer Sheva,Sokolov,2,1
Rishon LeZion,Sokolov,10,6
Modiin,Rothschild,13,2
Ramat Gan,Sokolov,1,0
Ashdod,Jabotinsky,10,10
Ramat Gan,Bialik,4,1
Modiin,King George,3,5
Bnei Brak,Rabin,17,2
Jerusalem,King George,19,8
Nazareth,Rothschild,5,7
Jerusalem,Jabotinsky,8,1
Herzliya,Arlozorov,5,3
Jerusalem,Allenby,4,2
Rishon LeZion,Bialik,9,10
Bnei Brak,HaYarkon,3,1
Nazareth,Herzl,3,10
Beer Sheva,Jabotinsky,12,2
Netanya,Arlozorov,15,10
Netanya,HaYarkon,13,7
Nazareth,Herzl,16,4
Bnei Brak,Arlozorov,16,10
Tel Aviv,Eshkol,20,3
Rehovot,Rothschild,6,2
Tel Aviv,Rothschild,9,5
Petah Tikva,Rothschild,10,6
Rehovot,Bialik,11,8
Ramat Gan,King George,9,2
Jerusalem,Rabin,10,0
Rehovot,Ben Gurion,19,8
Modiin,Rabin,1,1
Beer Sheva,King George,20,2
Rishon LeZion,HaYarkon,4,8
Haifa,Ben Gurion,13,7
Modiin,Ben Gurion,5,8
Jerusalem,Dizengoff,10,5
Ramat Gan,Arlozorov,6,6
Bnei Brak,Bialik,9,5
Jerusalem,Dizengoff,20,10
Jerusalem,King George,5,2
Netanya,King George,15,3
Kfar Saba,HaYarkon,5,7
Ramat Gan,Allenby,8,10
Beer Sheva,Eshkol,11,7
Bnei Brak,Allenby,15,4
Kfar Saba,Herzl,18,9
Netanya,HaYarkon,6,3
Rehovot,Arlozorov,13,5
Ashdod,Rothschild,15,7
Ashdod,Begin,2,1
Netanya,Jabotinsky,10,8
Rehovot,Arlozorov,4,9
Rehovot,Dizengoff,19,0
Petah Tikva,Herzl,3,2
Jerusalem,Rothschild,19,9
Netanya,Begin,17,0
Rehovot,Rabin,5,5
Bnei Brak,Sokolov,13,2
Herzliya,Bialik,18,1
Ashdod,Dizengoff,17,1
Herzliya,Rothschild,11,5
Rehovot,Jabotinsky,15,9
Nazareth,Begin,8,9
Petah Tikva,Jabotinsky,14,9
Ashdod,Ben Gurion,11,7
Ashdod,Rabin,4,8
Rishon LeZion,Jabotinsky,12,9
Tel Aviv,Sokolov,10,5
Modiin,Allenby,15,2
Tel Aviv,Rabin,5,1
Nazareth,Allenby,13,6
Rishon LeZion,Eshkol,13,0
Ramat Gan,Allenby,12,5
Tel Aviv,Begin,9,0
Haifa,Sokolov,1,2
Ashkelon,Herzl,10,8
Tel Aviv,Ben Gurion,15,6
Petah Tikva,King George,5,3
Ashkelon,Sokolov,11,5
Rishon LeZion,Jabotinsky,9,7
Beer Sheva,Rothschild,5,10
Nazareth,Ben Gurion,19,9
Tel Aviv,King George,16,3
Netanya,Bialik,7,8
Bnei Brak,Ben Gurion,5,9
Modiin,Rabin,11,4
Bnei Brak,Herzl,8,7
Rehovot,Herzl,1,5
Nazareth,Bialik,11,4
Beer Sheva,Jabotinsky,15,10
Ashkelon,King George,4,3
Ramat Gan,King George,1,3
Rehovot,Jabotinsky,10,8
Modiin,Eshkol,5,2
Haifa,Jabotinsky,4,2
Ashkelon,Eshkol,1,1
Kfar Saba,Bialik,5,5
Herzliya,Dizengoff,10,8
